,speed,speed,speed,speed,occupancy,occupancy,occupancy,occupancy,S_vol,S_vol,S_vol,S_vol,S_speed,S_speed,S_speed,S_speed,L_vol,L_vol,L_vol,L_vol,L_speed,L_speed,L_speed,L_speed,T_vol,T_vol,T_vol,T_vol,T_speed,T_speed,T_speed,T_speed
lanes,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3,lane0,lane1,lane2,lane3
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:01,81.0,82.0,81.0,76.0,24.0,28.0,30.0,19.0,25.0,27.0,15.0,19.0,80.0,82.0,80.0,76.0,0.0,2.0,0.0,1.0,0.0,77.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:02,79.0,74.0,82.0,68.0,31.0,29.0,29.0,31.0,32.0,28.0,24.0,26.0,78.0,73.0,76.0,68.0,0.0,0.0,1.0,2.0,0.0,0.0,83.0,64.0,0.0,0.0,2.0,0.0,0.0,0.0,140.0,0.0
16:03,79.0,74.0,61.0,50.0,25.0,29.0,38.0,41.0,25.0,29.0,27.0,28.0,79.0,74.0,60.0,49.0,2.0,1.0,1.0,1.0,75.0,72.0,72.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:04,79.0,77.0,70.0,70.0,23.0,21.0,17.0,17.0,24.0,23.0,15.0,13.0,79.0,76.0,70.0,68.0,1.0,0.0,1.0,1.0,64.0,0.0,54.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:05,87.0,81.0,86.0,70.0,26.0,20.0,18.0,24.0,29.0,21.0,20.0,23.0,86.0,80.0,85.0,69.0,1.0,1.0,0.0,0.0,86.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:06,84.0,79.0,71.0,64.0,23.0,28.0,30.0,26.0,24.0,26.0,21.0,19.0,83.0,77.0,66.0,64.0,1.0,3.0,1.0,3.0,84.0,83.0,110.0,59.0,1.0,2.0,1.0,0.0,84.0,88.0,130.0,0.0
16:07,85.0,79.0,73.0,66.0,30.0,22.0,24.0,18.0,34.0,23.0,22.0,17.0,84.0,78.0,72.0,65.0,0.0,1.0,1.0,0.0,0.0,82.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:08,81.0,77.0,84.0,80.0,22.0,26.0,20.0,15.0,25.0,21.0,23.0,16.0,80.0,77.0,83.0,79.0,1.0,2.0,0.0,0.0,81.0,79.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,72.0,0.0,0.0
16:09,81.0,74.0,78.0,62.0,28.0,23.0,28.0,25.0,28.0,24.0,23.0,22.0,80.0,73.0,76.0,62.0,0.0,0.0,2.0,1.0,0.0,0.0,96.0,54.0,1.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0
16:10,73.0,66.0,68.0,58.0,34.0,39.0,38.0,28.0,30.0,33.0,27.0,23.0,71.0,66.0,66.0,57.0,3.0,4.0,2.0,0.0,84.0,65.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:11,90.0,84.0,88.0,71.0,18.0,21.0,20.0,17.0,21.0,23.0,18.0,17.0,90.0,81.0,82.0,70.0,1.0,0.0,2.0,0.0,70.0,0.0,107.0,0.0,0.0,1.0,1.0,0.0,0.0,140.0,140.0,0.0
16:12,93.0,84.0,82.0,74.0,21.0,18.0,22.0,20.0,26.0,21.0,21.0,21.0,92.0,83.0,81.0,73.0,0.0,0.0,2.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:13,81.0,77.0,72.0,63.0,26.0,24.0,34.0,30.0,26.0,27.0,20.0,27.0,81.0,76.0,71.0,62.0,1.0,1.0,3.0,0.0,71.0,79.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:14,67.0,64.0,65.0,69.0,39.0,33.0,29.0,23.0,37.0,25.0,23.0,21.0,66.0,64.0,64.0,69.0,0.0,3.0,0.0,1.0,0.0,59.0,0.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,0.0
16:15,90.0,82.0,75.0,70.0,22.0,25.0,16.0,15.0,24.0,23.0,13.0,15.0,89.0,82.0,75.0,69.0,0.0,1.0,1.0,0.0,0.0,85.0,74.0,0.0,0.0,1.0,1.0,0.0,0.0,73.0,69.0,0.0
16:16,75.0,70.0,66.0,56.0,31.0,26.0,32.0,42.0,31.0,20.0,21.0,28.0,74.0,70.0,65.0,55.0,0.0,2.0,1.0,2.0,0.0,65.0,67.0,60.0,0.0,1.0,1.0,0.0,0.0,64.0,69.0,0.0
16:17,77.0,66.0,58.0,54.0,31.0,33.0,31.0,38.0,31.0,30.0,23.0,28.0,76.0,65.0,58.0,54.0,0.0,0.0,2.0,1.0,0.0,0.0,51.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:18,90.0,85.0,79.0,71.0,20.0,23.0,21.0,22.0,24.0,26.0,18.0,21.0,89.0,84.0,79.0,70.0,0.0,1.0,3.0,0.0,0.0,90.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:19,84.0,81.0,77.0,69.0,25.0,24.0,24.0,28.0,24.0,26.0,21.0,23.0,84.0,81.0,77.0,69.0,1.0,1.0,3.0,2.0,72.0,79.0,72.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:20,83.0,74.0,75.0,68.0,25.0,39.0,28.0,30.0,27.0,32.0,18.0,17.0,82.0,73.0,72.0,67.0,0.0,2.0,4.0,4.0,0.0,78.0,73.0,66.0,1.0,0.0,2.0,1.0,83.0,0.0,105.0,75.0
16:21,81.0,76.0,71.0,70.0,30.0,24.0,27.0,27.0,32.0,24.0,19.0,24.0,80.0,75.0,70.0,69.0,0.0,1.0,3.0,1.0,0.0,75.0,74.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,0.0
16:22,83.0,76.0,74.0,72.0,21.0,26.0,30.0,21.0,21.0,21.0,25.0,22.0,82.0,75.0,73.0,71.0,1.0,2.0,3.0,0.0,83.0,73.0,80.0,0.0,0.0,2.0,0.0,0.0,0.0,82.0,0.0,0.0
16:23,59.0,49.0,58.0,55.0,37.0,44.0,36.0,40.0,27.0,28.0,23.0,31.0,57.0,48.0,56.0,54.0,0.0,2.0,4.0,0.0,0.0,62.0,64.0,0.0,2.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0
16:24,54.0,62.0,62.0,60.0,41.0,34.0,28.0,34.0,32.0,25.0,22.0,27.0,53.0,60.0,62.0,59.0,0.0,3.0,1.0,1.0,0.0,70.0,52.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:25,83.0,76.0,79.0,69.0,24.0,23.0,20.0,25.0,25.0,24.0,22.0,21.0,82.0,75.0,78.0,69.0,2.0,0.0,0.0,2.0,88.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:26,73.0,70.0,71.0,60.0,28.0,34.0,29.0,36.0,26.0,30.0,21.0,21.0,72.0,70.0,71.0,60.0,2.0,3.0,4.0,2.0,73.0,61.0,67.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:27,75.0,62.0,64.0,64.0,34.0,37.0,34.0,27.0,32.0,34.0,27.0,24.0,73.0,61.0,63.0,63.0,2.0,0.0,0.0,1.0,105.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:28,87.0,76.0,86.0,72.0,24.0,32.0,16.0,26.0,27.0,29.0,17.0,25.0,86.0,76.0,85.0,72.0,0.0,2.0,0.0,1.0,0.0,72.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:29,85.0,76.0,70.0,59.0,27.0,27.0,25.0,42.0,30.0,24.0,19.0,30.0,84.0,76.0,69.0,59.0,0.0,1.0,2.0,3.0,0.0,67.0,70.0,55.0,0.0,1.0,0.0,0.0,0.0,78.0,0.0,0.0
16:30,76.0,68.0,66.0,62.0,30.0,32.0,36.0,20.0,30.0,28.0,27.0,16.0,75.0,67.0,64.0,62.0,0.0,2.0,4.0,1.0,0.0,69.0,74.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:31,88.0,81.0,90.0,73.0,22.0,22.0,12.0,20.0,25.0,23.0,11.0,16.0,87.0,80.0,86.0,72.0,0.0,1.0,1.0,0.0,0.0,82.0,80.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,136.0,74.0
16:32,86.0,78.0,76.0,74.0,27.0,26.0,32.0,24.0,30.0,24.0,22.0,24.0,85.0,76.0,76.0,73.0,0.0,3.0,2.0,0.0,0.0,86.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:33,84.0,72.0,70.0,58.0,25.0,30.0,32.0,35.0,26.0,29.0,21.0,27.0,84.0,71.0,69.0,58.0,1.0,0.0,5.0,1.0,78.0,0.0,70.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:34,83.0,77.0,81.0,74.0,25.0,25.0,23.0,17.0,26.0,27.0,20.0,17.0,83.0,76.0,81.0,73.0,1.0,1.0,2.0,1.0,76.0,84.0,80.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:35,89.0,85.0,81.0,61.0,23.0,19.0,22.0,33.0,26.0,22.0,24.0,28.0,88.0,84.0,80.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:36,81.0,78.0,64.0,60.0,29.0,27.0,38.0,34.0,32.0,28.0,31.0,25.0,80.0,77.0,63.0,60.0,1.0,1.0,2.0,2.0,84.0,77.0,64.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0
16:37,78.0,71.0,60.0,53.0,32.0,27.0,30.0,37.0,35.0,25.0,16.0,27.0,78.0,71.0,59.0,53.0,1.0,1.0,2.0,1.0,77.0,68.0,58.0,52.0,0.0,0.0,2.0,0.0,0.0,0.0,63.0,0.0
16:38,84.0,82.0,83.0,73.0,24.0,18.0,17.0,22.0,28.0,20.0,18.0,21.0,83.0,81.0,83.0,73.0,0.0,0.0,1.0,1.0,0.0,0.0,81.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:39,85.0,77.0,74.0,66.0,22.0,29.0,30.0,26.0,25.0,28.0,25.0,26.0,84.0,75.0,72.0,65.0,0.0,3.0,3.0,0.0,0.0,86.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:40,74.0,71.0,58.0,57.0,34.0,35.0,42.0,29.0,30.0,29.0,31.0,24.0,74.0,70.0,57.0,56.0,2.0,4.0,2.0,0.0,72.0,70.0,58.0,0.0,1.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0
16:41,78.0,76.0,68.0,71.0,31.0,23.0,25.0,15.0,32.0,23.0,19.0,16.0,78.0,76.0,68.0,70.0,1.0,1.0,3.0,0.0,75.0,67.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:42,84.0,84.0,80.0,69.0,23.0,23.0,24.0,23.0,26.0,26.0,19.0,22.0,83.0,84.0,79.0,68.0,0.0,1.0,4.0,0.0,0.0,81.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:43,81.0,69.0,61.0,58.0,32.0,34.0,33.0,30.0,35.0,27.0,22.0,25.0,81.0,69.0,61.0,57.0,1.0,2.0,3.0,1.0,78.0,68.0,61.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,0.0
16:44,82.0,74.0,79.0,69.0,28.0,28.0,14.0,17.0,30.0,27.0,12.0,16.0,82.0,73.0,78.0,68.0,1.0,1.0,2.0,1.0,76.0,75.0,81.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:45,74.0,68.0,70.0,65.0,29.0,37.0,24.0,27.0,29.0,31.0,22.0,24.0,73.0,67.0,70.0,64.0,0.0,3.0,1.0,0.0,0.0,77.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:46,68.0,64.0,62.0,48.0,29.0,34.0,38.0,41.0,25.0,24.0,26.0,23.0,68.0,63.0,58.0,48.0,1.0,4.0,2.0,3.0,63.0,68.0,64.0,41.0,0.0,1.0,1.0,0.0,0.0,70.0,140.0,0.0
16:47,67.0,65.0,59.0,52.0,36.0,33.0,36.0,40.0,34.0,28.0,20.0,29.0,66.0,64.0,57.0,51.0,0.0,1.0,3.0,1.0,0.0,68.0,71.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0
16:48,72.0,79.0,81.0,67.0,30.0,19.0,23.0,21.0,30.0,18.0,22.0,21.0,71.0,78.0,81.0,66.0,0.0,1.0,1.0,0.0,0.0,81.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:49,76.0,70.0,68.0,61.0,29.0,33.0,33.0,30.0,29.0,32.0,25.0,24.0,75.0,69.0,67.0,61.0,0.0,0.0,3.0,2.0,0.0,0.0,71.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:50,75.0,73.0,64.0,59.0,31.0,31.0,38.0,36.0,33.0,26.0,31.0,26.0,74.0,73.0,64.0,59.0,0.0,3.0,0.0,3.0,0.0,73.0,0.0,58.0,0.0,1.0,1.0,0.0,0.0,64.0,60.0,0.0
16:51,88.0,89.0,77.0,71.0,27.0,16.0,15.0,28.0,33.0,19.0,14.0,27.0,87.0,89.0,75.0,70.0,0.0,2.0,1.0,0.0,0.0,83.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,0.0
16:52,90.0,80.0,80.0,63.0,22.0,18.0,27.0,29.0,27.0,17.0,19.0,23.0,89.0,80.0,79.0,62.0,0.0,1.0,0.0,1.0,0.0,66.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:53,78.0,72.0,72.0,60.0,24.0,35.0,32.0,33.0,25.0,34.0,27.0,26.0,77.0,71.0,71.0,60.0,0.0,1.0,3.0,1.0,0.0,78.0,73.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:54,83.0,73.0,75.0,63.0,19.0,25.0,17.0,25.0,23.0,23.0,14.0,20.0,82.0,71.0,75.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,0.0,0.0,1.0,0.0,1.0,0.0,105.0,0.0,66.0
16:55,92.0,88.0,83.0,73.0,27.0,24.0,25.0,25.0,20.0,26.0,21.0,26.0,91.0,85.0,83.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,140.0,71.0,0.0
16:56,84.0,76.0,68.0,70.0,27.0,34.0,43.0,26.0,27.0,28.0,24.0,25.0,84.0,76.0,68.0,69.0,2.0,2.0,3.0,0.0,82.0,69.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,0.0
16:57,79.0,79.0,80.0,60.0,25.0,21.0,17.0,29.0,27.0,21.0,18.0,26.0,78.0,78.0,79.0,59.0,0.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:58,82.0,81.0,88.0,70.0,27.0,25.0,18.0,22.0,30.0,25.0,19.0,24.0,81.0,80.0,85.0,69.0,0.0,1.0,1.0,0.0,0.0,90.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16:59,82.0,80.0,74.0,62.0,20.0,27.0,29.0,32.0,22.0,29.0,18.0,29.0,81.0,79.0,72.0,61.0,0.0,0.0,4.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,85.0,0.0
17:00,79.0,76.0,67.0,66.0,28.0,38.0,42.0,25.0,30.0,28.0,27.0,24.0,78.0,75.0,66.0,65.0,0.0,0.0,3.0,0.0,0.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0,0.0,0.0
17:01,79.0,76.0,67.0,66.0,28.0,38.0,42.0,25.0,30.0,28.0,27.0,24.0,78.0,75.0,66.0,65.0,0.0,0.0,3.0,0.0,0.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0,0.0,0.0
17:02,79.0,76.0,67.0,66.0,28.0,38.0,42.0,25.0,30.0,28.0,27.0,24.0,78.0,75.0,66.0,65.0,0.0,0.0,3.0,0.0,0.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0,0.0,0.0
17:03,74.0,67.0,61.0,45.0,30.0,36.0,32.0,39.0,31.0,28.0,20.0,27.0,73.0,66.0,61.0,44.0,0.0,3.0,1.0,0.0,0.0,74.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:04,79.0,78.0,81.0,66.0,26.0,23.0,18.0,24.0,28.0,23.0,16.0,22.0,78.0,77.0,80.0,65.0,0.0,0.0,2.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:05,88.0,82.0,88.0,70.0,24.0,23.0,24.0,34.0,28.0,22.0,22.0,25.0,87.0,82.0,89.0,69.0,0.0,1.0,2.0,0.0,0.0,78.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:06,75.0,74.0,70.0,60.0,29.0,41.0,28.0,39.0,28.0,21.0,26.0,31.0,74.0,72.0,69.0,60.0,0.0,0.0,1.0,1.0,0.0,0.0,92.0,50.0,0.0,4.0,0.0,0.0,0.0,83.0,0.0,0.0
17:07,73.0,66.0,57.0,43.0,47.0,36.0,41.0,56.0,30.0,25.0,30.0,36.0,72.0,66.0,54.0,42.0,0.0,2.0,1.0,1.0,0.0,71.0,140.0,43.0,1.0,2.0,1.0,0.0,75.0,60.0,49.0,0.0
17:08,92.0,87.0,77.0,67.0,24.0,16.0,18.0,19.0,29.0,19.0,17.0,17.0,91.0,86.0,76.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:09,86.0,83.0,78.0,64.0,23.0,22.0,18.0,31.0,24.0,23.0,16.0,28.0,85.0,81.0,78.0,63.0,0.0,1.0,1.0,0.0,0.0,109.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0,0.0,0.0
17:10,75.0,65.0,57.0,42.0,35.0,36.0,39.0,43.0,34.0,32.0,24.0,27.0,74.0,64.0,57.0,42.0,0.0,1.0,4.0,1.0,0.0,78.0,53.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:11,75.0,69.0,60.0,48.0,29.0,27.0,39.0,41.0,27.0,26.0,23.0,28.0,75.0,68.0,60.0,47.0,1.0,1.0,1.0,0.0,67.0,81.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:12,89.0,84.0,79.0,73.0,27.0,17.0,31.0,18.0,30.0,19.0,17.0,19.0,87.0,84.0,79.0,72.0,1.0,1.0,1.0,0.0,140.0,78.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:13,86.0,81.0,80.0,71.0,22.0,33.0,22.0,25.0,25.0,23.0,20.0,25.0,85.0,80.0,79.0,70.0,0.0,2.0,1.0,0.0,0.0,90.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:14,83.0,71.0,71.0,55.0,33.0,27.0,36.0,34.0,29.0,20.0,21.0,25.0,82.0,70.0,71.0,54.0,0.0,3.0,1.0,2.0,0.0,70.0,62.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:15,79.0,67.0,61.0,62.0,27.0,30.0,29.0,23.0,27.0,27.0,21.0,19.0,78.0,66.0,60.0,61.0,0.0,1.0,2.0,0.0,0.0,73.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:16,82.0,77.0,85.0,74.0,28.0,19.0,19.0,14.0,31.0,20.0,15.0,14.0,81.0,76.0,83.0,73.0,0.0,0.0,3.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:17,88.0,84.0,82.0,72.0,21.0,19.0,18.0,18.0,24.0,21.0,16.0,18.0,87.0,83.0,82.0,71.0,0.0,0.0,4.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:18,84.0,81.0,75.0,67.0,26.0,26.0,27.0,26.0,31.0,29.0,25.0,25.0,83.0,80.0,74.0,66.0,0.0,0.0,2.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:19,89.0,87.0,86.0,76.0,22.0,22.0,18.0,16.0,27.0,26.0,13.0,17.0,88.0,86.0,88.0,75.0,0.0,0.0,4.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20,91.0,81.0,73.0,64.0,19.0,15.0,23.0,25.0,22.0,16.0,22.0,20.0,90.0,80.0,73.0,63.0,0.0,0.0,1.0,2.0,0.0,0.0,67.0,69.0,0.0,1.0,0.0,0.0,0.0,83.0,0.0,0.0
17:21,77.0,73.0,73.0,65.0,28.0,24.0,31.0,32.0,30.0,25.0,21.0,21.0,76.0,72.0,72.0,64.0,0.0,0.0,2.0,2.0,0.0,0.0,74.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:22,79.0,77.0,72.0,57.0,27.0,26.0,23.0,44.0,30.0,21.0,21.0,31.0,78.0,76.0,71.0,56.0,0.0,3.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,0.0
17:23,86.0,68.0,65.0,62.0,19.0,31.0,34.0,25.0,23.0,17.0,19.0,22.0,85.0,67.0,64.0,61.0,0.0,4.0,3.0,0.0,0.0,71.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,0.0
17:24,78.0,68.0,68.0,53.0,26.0,35.0,32.0,36.0,28.0,29.0,19.0,24.0,77.0,68.0,67.0,53.0,0.0,2.0,5.0,2.0,0.0,64.0,71.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:25,84.0,84.0,84.0,75.0,23.0,20.0,16.0,19.0,26.0,21.0,14.0,18.0,83.0,82.0,84.0,75.0,1.0,1.0,2.0,1.0,94.0,125.0,82.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:26,81.0,79.0,73.0,68.0,22.0,22.0,26.0,24.0,23.0,23.0,21.0,23.0,81.0,78.0,73.0,67.0,1.0,1.0,2.0,0.0,72.0,95.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:27,85.0,80.0,68.0,56.0,26.0,23.0,23.0,38.0,29.0,25.0,17.0,31.0,84.0,79.0,67.0,55.0,0.0,1.0,1.0,0.0,0.0,88.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:28,86.0,75.0,72.0,60.0,29.0,24.0,22.0,23.0,31.0,21.0,19.0,21.0,85.0,74.0,71.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:29,88.0,82.0,83.0,69.0,22.0,19.0,20.0,18.0,25.0,20.0,17.0,16.0,87.0,81.0,82.0,68.0,0.0,0.0,2.0,1.0,0.0,0.0,91.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:30,80.0,74.0,75.0,63.0,28.0,28.0,25.0,33.0,24.0,28.0,27.0,30.0,79.0,73.0,74.0,62.0,3.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0
17:31,85.0,85.0,70.0,70.0,26.0,17.0,26.0,17.0,28.0,19.0,21.0,16.0,84.0,84.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:32,89.0,78.0,77.0,58.0,19.0,26.0,16.0,33.0,22.0,24.0,14.0,28.0,88.0,78.0,77.0,57.0,0.0,1.0,2.0,0.0,0.0,70.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,0.0,0.0
17:33,87.0,75.0,72.0,60.0,24.0,28.0,28.0,32.0,28.0,25.0,17.0,26.0,86.0,75.0,67.0,59.0,0.0,1.0,6.0,1.0,0.0,75.0,84.0,68.0,0.0,1.0,0.0,0.0,0.0,66.0,0.0,0.0
17:34,85.0,79.0,85.0,74.0,23.0,22.0,23.0,25.0,27.0,23.0,20.0,20.0,84.0,79.0,82.0,73.0,0.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,112.0,0.0
17:35,81.0,79.0,81.0,72.0,25.0,23.0,19.0,24.0,28.0,23.0,16.0,17.0,80.0,78.0,81.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:36,85.0,78.0,76.0,66.0,23.0,27.0,27.0,22.0,25.0,27.0,24.0,17.0,84.0,77.0,76.0,65.0,1.0,1.0,1.0,2.0,88.0,77.0,67.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:37,79.0,75.0,72.0,65.0,25.0,26.0,30.0,27.0,26.0,26.0,26.0,23.0,78.0,74.0,71.0,64.0,0.0,1.0,3.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:38,80.0,75.0,75.0,50.0,23.0,35.0,25.0,43.0,25.0,34.0,24.0,30.0,79.0,74.0,74.0,49.0,0.0,1.0,1.0,0.0,0.0,75.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:39,81.0,74.0,74.0,56.0,27.0,29.0,23.0,33.0,29.0,21.0,21.0,22.0,80.0,74.0,74.0,54.0,1.0,4.0,1.0,1.0,84.0,73.0,62.0,77.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,0.0
17:40,85.0,80.0,74.0,55.0,22.0,22.0,18.0,38.0,26.0,24.0,13.0,31.0,84.0,79.0,76.0,54.0,0.0,0.0,3.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:41,83.0,73.0,71.0,66.0,25.0,28.0,27.0,24.0,26.0,29.0,25.0,22.0,81.0,72.0,70.0,65.0,1.0,0.0,1.0,0.0,122.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:42,79.0,77.0,79.0,63.0,28.0,24.0,21.0,36.0,32.0,26.0,21.0,33.0,78.0,76.0,78.0,62.0,0.0,0.0,2.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:43,87.0,83.0,81.0,65.0,25.0,22.0,23.0,21.0,28.0,25.0,20.0,19.0,87.0,83.0,81.0,65.0,0.0,1.0,3.0,1.0,0.0,75.0,79.0,51.0,1.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0
